commodity,year,attribute,value,unit,reference_period
SOYBEAN_MEAL,2023/24,"Supply, Total",55164.0,Thousand Short Tons,2025-12-15
SOYBEAN_MEAL,2023/24,"Supply, Total",55164.0,Thousand Short Tons,2026-01-15
SOYBEAN_MEAL,2023/24,"Supply, Total",55164.0,Thousand Short Tons,2026-02-15
SOYBEAN_MEAL,2023/24,"Supply, Total",55164.0,Thousand Short Tons,2026-03-15
SOYBEAN_MEAL,2023/24,"Supply, Total",55164.0,Thousand Short Tons,2026-04-15
SOYBEAN_MEAL,2023/24,"Use, Total",54711.0,Thousand Short Tons,2025-08-15
SOYBEAN_MEAL,2023/24,"Use, Total",54711.0,Thousand Short Tons,2025-09-15
SOYBEAN_MEAL,2023/24,"Use, Total",54711.0,Thousand Short Tons,2025-11-15
SOYBEAN_MEAL,2023/24,"Use, Total",54711.0,Thousand Short Tons,2025-12-15
SOYBEAN_MEAL,2023/24,"Use, Total",54711.0,Thousand Short Tons,2026-01-15
SOYBEAN_MEAL,2023/24,"Use, Total",54711.0,Thousand Short Tons,2026-02-15
SOYBEAN_MEAL,2023/24,"Use, Total",54711.0,Thousand Short Tons,2026-03-15
SOYBEAN_MEAL,2023/24,"Use, Total",54711.0,Thousand Short Tons,2026-04-15
SOYBEAN_MEAL,2024/25,Avg. Price ($/s.t.),295.0,$/s.t.,2025-08-15
SOYBEAN_MEAL,2024/25,Avg. Price ($/s.t.),298.0,$/s.t.,2025-09-15
SOYBEAN_MEAL,2024/25,Avg. Price ($/s.t.),299.77,$/s.t.,2025-11-15
SOYBEAN_MEAL,2024/25,Avg. Price ($/s.t.),299.77,$/s.t.,2025-12-15
SOYBEAN_MEAL,2024/25,Avg. Price ($/s.t.),299.77,$/s.t.,2026-01-15
SOYBEAN_MEAL,2024/25,Avg. Price ($/s.t.),299.77,$/s.t.,2026-02-15
SOYBEAN_MEAL,2024/25,Avg. Price ($/s.t.),299.77,$/s.t.,2026-03-15
SOYBEAN_MEAL,2024/25,Avg. Price ($/s.t.),299.77,$/s.t.,2026-04-15
SOYBEAN_MEAL,2024/25,Avg. Price ($/s.t.),299.77,$/s.t.,2026-05-15
SOYBEAN_MEAL,2024/25,Avg. Price ($/s.t.),299.77,$/s.t.,2026-06-15
SOYBEAN_MEAL,2024/25,Avg. Price ($/s.t.),299.77,$/s.t.,2026-07-15
SOYBEAN_MEAL,2024/25,Beginning Stocks,453.0,Thousand Short Tons,2025-08-15
SOYBEAN_MEAL,2024/25,Beginning Stocks,453.0,Thousand Short Tons,2025-09-15
SOYBEAN_MEAL,2024/25,Beginning Stocks,453.0,Thousand Short Tons,2025-11-15
SOYBEAN_MEAL,2024/25,Beginning Stocks,453.0,Thousand Short Tons,2025-12-15
SOYBEAN_MEAL,2024/25,Beginning Stocks,453.0,Thousand Short Tons,2026-01-15
SOYBEAN_MEAL,2024/25,Beginning Stocks,453.0,Thousand Short Tons,2026-02-15
SOYBEAN_MEAL,2024/25,Beginning Stocks,453.0,Thousand Short Tons,2026-03-15
SOYBEAN_MEAL,2024/25,Beginning Stocks,453.0,Thousand Short Tons,2026-04-15
SOYBEAN_MEAL,2024/25,Beginning Stocks,453.0,Thousand Short Tons,2026-05-15
SOYBEAN_MEAL,2024/25,Beginning Stocks,453.0,Thousand Short Tons,2026-06-15
SOYBEAN_MEAL,2024/25,Beginning Stocks,453.0,Thousand Short Tons,2026-07-15
SOYBEAN_MEAL,2024/25,Domestic Disappearance,40625.0,Thousand Short Tons,2025-08-15
SOYBEAN_MEAL,2024/25,Domestic Disappearance,40575.0,Thousand Short Tons,2025-09-15
SOYBEAN_MEAL,2024/25,Domestic Disappearance,40775.0,Thousand Short Tons,2025-11-15
SOYBEAN_MEAL,2024/25,Domestic Disappearance,40775.0,Thousand Short Tons,2025-12-15
SOYBEAN_MEAL,2024/25,Domestic Disappearance,41041.0,Thousand Short Tons,2026-01-15
SOYBEAN_MEAL,2024/25,Domestic Disappearance,41041.0,Thousand Short Tons,2026-02-15
SOYBEAN_MEAL,2024/25,Domestic Disappearance,41041.0,Thousand Short Tons,2026-03-15
SOYBEAN_MEAL,2024/25,Domestic Disappearance,41041.0,Thousand Short Tons,2026-04-15
SOYBEAN_MEAL,2024/25,Domestic Disappearance,41041.0,Thousand Short Tons,2026-05-15
SOYBEAN_MEAL,2024/25,Domestic Disappearance,41041.0,Thousand Short Tons,2026-06-15
SOYBEAN_MEAL,2024/25,Domestic Disappearance,41232.0,Thousand Short Tons,2026-07-15
SOYBEAN_MEAL,2024/25,Ending Stocks,450.0,Thousand Short Tons,2025-08-15
SOYBEAN_MEAL,2024/25,Ending Stocks,450.0,Thousand Short Tons,2025-09-15
SOYBEAN_MEAL,2024/25,Ending Stocks,450.0,Thousand Short Tons,2025-11-15
SOYBEAN_MEAL,2024/25,Ending Stocks,450.0,Thousand Short Tons,2025-12-15
SOYBEAN_MEAL,2024/25,Ending Stocks,398.0,Thousand Short Tons,2026-01-15
SOYBEAN_MEAL,2024/25,Ending Stocks,398.0,Thousand Short Tons,2026-02-15
SOYBEAN_MEAL,2024/25,Ending Stocks,398.0,Thousand Short Tons,2026-03-15
SOYBEAN_MEAL,2024/25,Ending Stocks,398.0,Thousand Short Tons,2026-04-15
SOYBEAN_MEAL,2024/25,Ending Stocks,398.0,Thousand Short Tons,2026-05-15
SOYBEAN_MEAL,2024/25,Ending Stocks,398.0,Thousand Short Tons,2026-06-15
SOYBEAN_MEAL,2024/25,Ending Stocks,398.0,Thousand Short Tons,2026-07-15
SOYBEAN_MEAL,2024/25,Exports,17900.0,Thousand Short Tons,2025-08-15
SOYBEAN_MEAL,2024/25,Exports,18100.0,Thousand Short Tons,2025-09-15
SOYBEAN_MEAL,2024/25,Exports,18300.0,Thousand Short Tons,2025-11-15
SOYBEAN_MEAL,2024/25,Exports,18300.0,Thousand Short Tons,2025-12-15
SOYBEAN_MEAL,2024/25,Exports,18265.0,Thousand Short Tons,2026-01-15
SOYBEAN_MEAL,2024/25,Exports,18265.0,Thousand Short Tons,2026-02-15
SOYBEAN_MEAL,2024/25,Exports,18265.0,Thousand Short Tons,2026-03-15
SOYBEAN_MEAL,2024/25,Exports,18265.0,Thousand Short Tons,2026-04-15
SOYBEAN_MEAL,2024/25,Exports,18265.0,Thousand Short Tons,2026-05-15
SOYBEAN_MEAL,2024/25,Exports,18265.0,Thousand Short Tons,2026-06-15
SOYBEAN_MEAL,2024/25,Exports,18073.0,Thousand Short Tons,2026-07-15
SOYBEAN_MEAL,2024/25,Imports,725.0,Thousand Short Tons,2025-08-15
SOYBEAN_MEAL,2024/25,Imports,760.0,Thousand Short Tons,2025-09-15
SOYBEAN_MEAL,2024/25,Imports,760.0,Thousand Short Tons,2025-11-15
SOYBEAN_MEAL,2024/25,Imports,760.0,Thousand Short Tons,2025-12-15
SOYBEAN_MEAL,2024/25,Imports,807.0,Thousand Short Tons,2026-01-15
SOYBEAN_MEAL,2024/25,Imports,807.0,Thousand Short Tons,2026-02-15
SOYBEAN_MEAL,2024/25,Imports,807.0,Thousand Short Tons,2026-03-15
SOYBEAN_MEAL,2024/25,Imports,807.0,Thousand Short Tons,2026-04-15
SOYBEAN_MEAL,2024/25,Imports,807.0,Thousand Short Tons,2026-05-15
SOYBEAN_MEAL,2024/25,Imports,807.0,Thousand Short Tons,2026-06-15
SOYBEAN_MEAL,2024/25,Imports,806.0,Thousand Short Tons,2026-07-15
SOYBEAN_MEAL,2024/25,Production,57797.0,Thousand Short Tons,2025-08-15
SOYBEAN_MEAL,2024/25,Production,57912.0,Thousand Short Tons,2025-09-15
SOYBEAN_MEAL,2024/25,Production,58312.0,Thousand Short Tons,2025-11-15
SOYBEAN_MEAL,2024/25,Production,58312.0,Thousand Short Tons,2025-12-15
SOYBEAN_MEAL,2024/25,Production,58443.0,Thousand Short Tons,2026-01-15
SOYBEAN_MEAL,2024/25,Production,58443.0,Thousand Short Tons,2026-02-15
SOYBEAN_MEAL,2024/25,Production,58443.0,Thousand Short Tons,2026-03-15
SOYBEAN_MEAL,2024/25,Production,58443.0,Thousand Short Tons,2026-04-15
SOYBEAN_MEAL,2024/25,Production,58443.0,Thousand Short Tons,2026-05-15
SOYBEAN_MEAL,2024/25,Production,58443.0,Thousand Short Tons,2026-06-15
SOYBEAN_MEAL,2024/25,Production,58443.0,Thousand Short Tons,2026-07-15
SOYBEAN_MEAL,2024/25,"Supply, Total",58975.0,Thousand Short Tons,2025-08-15
SOYBEAN_MEAL,2024/25,"Supply, Total",59125.0,Thousand Short Tons,2025-09-15
SOYBEAN_MEAL,2024/25,"Supply, Total",59525.0,Thousand Short Tons,2025-11-15
SOYBEAN_MEAL,2024/25,"Supply, Total",59525.0,Thousand Short Tons,2025-12-15
SOYBEAN_MEAL,2024/25,"Supply, Total",59704.0,Thousand Short Tons,2026-01-15
SOYBEAN_MEAL,2024/25,"Supply, Total",59704.0,Thousand Short Tons,2026-02-15
SOYBEAN_MEAL,2024/25,"Supply, Total",59704.0,Thousand Short Tons,2026-03-15
SOYBEAN_MEAL,2024/25,"Supply, Total",59704.0,Thousand Short Tons,2026-04-15
SOYBEAN_MEAL,2024/25,"Supply, Total",59704.0,Thousand Short Tons,2026-05-15
SOYBEAN_MEAL,2024/25,"Supply, Total",59704.0,Thousand Short Tons,2026-06-15
SOYBEAN_MEAL,2024/25,"Supply, Total",59703.0,Thousand Short Tons,2026-07-15
SOYBEAN_MEAL,2024/25,"Use, Total",58525.0,Thousand Short Tons,2025-08-15
SOYBEAN_MEAL,2024/25,"Use, Total",58675.0,Thousand Short Tons,2025-09-15
SOYBEAN_MEAL,2024/25,"Use, Total",59075.0,Thousand Short Tons,2025-11-15
SOYBEAN_MEAL,2024/25,"Use, Total",59075.0,Thousand Short Tons,2025-12-15
SOYBEAN_MEAL,2024/25,"Use, Total",59305.0,Thousand Short Tons,2026-01-15
SOYBEAN_MEAL,2024/25,"Use, Total",59305.0,Thousand Short Tons,2026-02-15
SOYBEAN_MEAL,2024/25,"Use, Total",59305.0,Thousand Short Tons,2026-03-15
SOYBEAN_MEAL,2024/25,"Use, Total",59305.0,Thousand Short Tons,2026-04-15
SOYBEAN_MEAL,2024/25,"Use, Total",59305.0,Thousand Short Tons,2026-05-15
SOYBEAN_MEAL,2024/25,"Use, Total",59305.0,Thousand Short Tons,2026-06-15
SOYBEAN_MEAL,2024/25,"Use, Total",59305.0,Thousand Short Tons,2026-07-15
SOYBEAN_MEAL,2025/26,Avg. Price ($/s.t.),290.0,$/s.t.,2025-07-15
SOYBEAN_MEAL,2025/26,Avg. Price ($/s.t.),280.0,$/s.t.,2025-08-15
SOYBEAN_MEAL,2025/26,Avg. Price ($/s.t.),280.0,$/s.t.,2025-09-15
SOYBEAN_MEAL,2025/26,Avg. Price ($/s.t.),280.0,$/s.t.,2025-10-15
SOYBEAN_MEAL,2025/26,Avg. Price ($/s.t.),300.0,$/s.t.,2025-11-15
SOYBEAN_MEAL,2025/26,Avg. Price ($/s.t.),300.0,$/s.t.,2025-12-15
SOYBEAN_MEAL,2025/26,Avg. Price ($/s.t.),295.0,$/s.t.,2026-01-15
SOYBEAN_MEAL,2025/26,Avg. Price ($/s.t.),295.0,$/s.t.,2026-02-15
SOYBEAN_MEAL,2025/26,Avg. Price ($/s.t.),300.0,$/s.t.,2026-03-15
SOYBEAN_MEAL,2025/26,Avg. Price ($/s.t.),310.0,$/s.t.,2026-04-15
SOYBEAN_MEAL,2025/26,Avg. Price ($/s.t.),315.0,$/s.t.,2026-05-15
SOYBEAN_MEAL,2025/26,Avg. Price ($/s.t.),315.0,$/s.t.,2026-06-15
SOYBEAN_MEAL,2025/26,Avg. Price ($/s.t.),315.0,$/s.t.,2026-07-15
SOYBEAN_MEAL,2025/26,Beginning Stocks,450.0,Thousand Short Tons,2025-07-15
SOYBEAN_MEAL,2025/26,Beginning Stocks,450.0,Thousand Short Tons,2025-08-15
SOYBEAN_MEAL,2025/26,Beginning Stocks,450.0,Thousand Short Tons,2025-09-15
SOYBEAN_MEAL,2025/26,Beginning Stocks,450.0,Thousand Short Tons,2025-10-15
SOYBEAN_MEAL,2025/26,Beginning Stocks,450.0,Thousand Short Tons,2025-11-15
SOYBEAN_MEAL,2025/26,Beginning Stocks,450.0,Thousand Short Tons,2025-12-15
SOYBEAN_MEAL,2025/26,Beginning Stocks,398.0,Thousand Short Tons,2026-01-15
SOYBEAN_MEAL,2025/26,Beginning Stocks,398.0,Thousand Short Tons,2026-02-15
SOYBEAN_MEAL,2025/26,Beginning Stocks,398.0,Thousand Short Tons,2026-03-15
SOYBEAN_MEAL,2025/26,Beginning Stocks,398.0,Thousand Short Tons,2026-04-15
SOYBEAN_MEAL,2025/26,Beginning Stocks,398.0,Thousand Short Tons,2026-05-15
SOYBEAN_MEAL,2025/26,Beginning Stocks,398.0,Thousand Short Tons,2026-06-15
SOYBEAN_MEAL,2025/26,Beginning Stocks,398.0,Thousand Short Tons,2026-07-15
SOYBEAN_MEAL,2025/26,Domestic Disappearance,41775.0,Thousand Short Tons,2025-07-15
SOYBEAN_MEAL,2025/26,Domestic Disappearance,41775.0,Thousand Short Tons,2025-08-15
SOYBEAN_MEAL,2025/26,Domestic Disappearance,41675.0,Thousand Short Tons,2025-09-15
SOYBEAN_MEAL,2025/26,Domestic Disappearance,41675.0,Thousand Short Tons,2025-10-15
SOYBEAN_MEAL,2025/26,Domestic Disappearance,41675.0,Thousand Short Tons,2025-11-15
SOYBEAN_MEAL,2025/26,Domestic Disappearance,41675.0,Thousand Short Tons,2025-12-15
SOYBEAN_MEAL,2025/26,Domestic Disappearance,42025.0,Thousand Short Tons,2026-01-15
SOYBEAN_MEAL,2025/26,Domestic Disappearance,42025.0,Thousand Short Tons,2026-02-15
SOYBEAN_MEAL,2025/26,Domestic Disappearance,42425.0,Thousand Short Tons,2026-03-15
SOYBEAN_MEAL,2025/26,Domestic Disappearance,43225.0,Thousand Short Tons,2026-04-15
SOYBEAN_MEAL,2025/26,Domestic Disappearance,43575.0,Thousand Short Tons,2026-05-15
SOYBEAN_MEAL,2025/26,Domestic Disappearance,43825.0,Thousand Short Tons,2026-06-15
SOYBEAN_MEAL,2025/26,Domestic Disappearance,43525.0,Thousand Short Tons,2026-07-15
SOYBEAN_MEAL,2025/26,Ending Stocks,475.0,Thousand Short Tons,2025-07-15
SOYBEAN_MEAL,2025/26,Ending Stocks,475.0,Thousand Short Tons,2025-08-15
SOYBEAN_MEAL,2025/26,Ending Stocks,475.0,Thousand Short Tons,2025-09-15
SOYBEAN_MEAL,2025/26,Ending Stocks,475.0,Thousand Short Tons,2025-10-15
SOYBEAN_MEAL,2025/26,Ending Stocks,475.0,Thousand Short Tons,2025-11-15
SOYBEAN_MEAL,2025/26,Ending Stocks,475.0,Thousand Short Tons,2025-12-15
SOYBEAN_MEAL,2025/26,Ending Stocks,450.0,Thousand Short Tons,2026-01-15
SOYBEAN_MEAL,2025/26,Ending Stocks,450.0,Thousand Short Tons,2026-02-15
SOYBEAN_MEAL,2025/26,Ending Stocks,450.0,Thousand Short Tons,2026-03-15
SOYBEAN_MEAL,2025/26,Ending Stocks,450.0,Thousand Short Tons,2026-04-15
SOYBEAN_MEAL,2025/26,Ending Stocks,450.0,Thousand Short Tons,2026-05-15
SOYBEAN_MEAL,2025/26,Ending Stocks,450.0,Thousand Short Tons,2026-06-15
SOYBEAN_MEAL,2025/26,Ending Stocks,450.0,Thousand Short Tons,2026-07-15
SOYBEAN_MEAL,2025/26,Exports,18700.0,Thousand Short Tons,2025-07-15
SOYBEAN_MEAL,2025/26,Exports,18700.0,Thousand Short Tons,2025-08-15
SOYBEAN_MEAL,2025/26,Exports,19200.0,Thousand Short Tons,2025-09-15
SOYBEAN_MEAL,2025/26,Exports,19200.0,Thousand Short Tons,2025-10-15
SOYBEAN_MEAL,2025/26,Exports,19200.0,Thousand Short Tons,2025-11-15
SOYBEAN_MEAL,2025/26,Exports,19200.0,Thousand Short Tons,2025-12-15
SOYBEAN_MEAL,2025/26,Exports,19400.0,Thousand Short Tons,2026-01-15
SOYBEAN_MEAL,2025/26,Exports,19400.0,Thousand Short Tons,2026-02-15
SOYBEAN_MEAL,2025/26,Exports,19400.0,Thousand Short Tons,2026-03-15
SOYBEAN_MEAL,2025/26,Exports,19400.0,Thousand Short Tons,2026-04-15
SOYBEAN_MEAL,2025/26,Exports,19800.0,Thousand Short Tons,2026-05-15
SOYBEAN_MEAL,2025/26,Exports,20000.0,Thousand Short Tons,2026-06-15
SOYBEAN_MEAL,2025/26,Exports,20300.0,Thousand Short Tons,2026-07-15
SOYBEAN_MEAL,2025/26,Imports,650.0,Thousand Short Tons,2025-07-15
SOYBEAN_MEAL,2025/26,Imports,650.0,Thousand Short Tons,2025-08-15
SOYBEAN_MEAL,2025/26,Imports,675.0,Thousand Short Tons,2025-09-15
SOYBEAN_MEAL,2025/26,Imports,675.0,Thousand Short Tons,2025-10-15
SOYBEAN_MEAL,2025/26,Imports,675.0,Thousand Short Tons,2025-11-15
SOYBEAN_MEAL,2025/26,Imports,675.0,Thousand Short Tons,2025-12-15
SOYBEAN_MEAL,2025/26,Imports,725.0,Thousand Short Tons,2026-01-15
SOYBEAN_MEAL,2025/26,Imports,725.0,Thousand Short Tons,2026-02-15
SOYBEAN_MEAL,2025/26,Imports,800.0,Thousand Short Tons,2026-03-15
SOYBEAN_MEAL,2025/26,Imports,800.0,Thousand Short Tons,2026-04-15
SOYBEAN_MEAL,2025/26,Imports,800.0,Thousand Short Tons,2026-05-15
SOYBEAN_MEAL,2025/26,Imports,825.0,Thousand Short Tons,2026-06-15
SOYBEAN_MEAL,2025/26,Imports,840.0,Thousand Short Tons,2026-07-15
SOYBEAN_MEAL,2025/26,Production,59850.0,Thousand Short Tons,2025-07-15
SOYBEAN_MEAL,2025/26,Production,59850.0,Thousand Short Tons,2025-08-15
SOYBEAN_MEAL,2025/26,Production,60225.0,Thousand Short Tons,2025-09-15
SOYBEAN_MEAL,2025/26,Production,60225.0,Thousand Short Tons,2025-10-15
SOYBEAN_MEAL,2025/26,Production,60225.0,Thousand Short Tons,2025-11-15
SOYBEAN_MEAL,2025/26,Production,60225.0,Thousand Short Tons,2025-12-15
SOYBEAN_MEAL,2025/26,Production,60752.0,Thousand Short Tons,2026-01-15
SOYBEAN_MEAL,2025/26,Production,60752.0,Thousand Short Tons,2026-02-15
SOYBEAN_MEAL,2025/26,Production,61077.0,Thousand Short Tons,2026-03-15
SOYBEAN_MEAL,2025/26,Production,61877.0,Thousand Short Tons,2026-04-15
SOYBEAN_MEAL,2025/26,Production,62627.0,Thousand Short Tons,2026-05-15
SOYBEAN_MEAL,2025/26,Production,63052.0,Thousand Short Tons,2026-06-15
SOYBEAN_MEAL,2025/26,Production,63037.0,Thousand Short Tons,2026-07-15
SOYBEAN_MEAL,2025/26,"Supply, Total",60950.0,Thousand Short Tons,2025-07-15
SOYBEAN_MEAL,2025/26,"Supply, Total",60950.0,Thousand Short Tons,2025-08-15
SOYBEAN_MEAL,2025/26,"Supply, Total",61350.0,Thousand Short Tons,2025-09-15
SOYBEAN_MEAL,2025/26,"Supply, Total",61350.0,Thousand Short Tons,2025-10-15
SOYBEAN_MEAL,2025/26,"Supply, Total",61350.0,Thousand Short Tons,2025-11-15
SOYBEAN_MEAL,2025/26,"Supply, Total",61350.0,Thousand Short Tons,2025-12-15
SOYBEAN_MEAL,2025/26,"Supply, Total",61875.0,Thousand Short Tons,2026-01-15
SOYBEAN_MEAL,2025/26,"Supply, Total",61875.0,Thousand Short Tons,2026-02-15
SOYBEAN_MEAL,2025/26,"Supply, Total",62275.0,Thousand Short Tons,2026-03-15
SOYBEAN_MEAL,2025/26,"Supply, Total",63075.0,Thousand Short Tons,2026-04-15
SOYBEAN_MEAL,2025/26,"Supply, Total",63825.0,Thousand Short Tons,2026-05-15
SOYBEAN_MEAL,2025/26,"Supply, Total",64275.0,Thousand Short Tons,2026-06-15
SOYBEAN_MEAL,2025/26,"Supply, Total",64275.0,Thousand Short Tons,2026-07-15
SOYBEAN_MEAL,2025/26,"Use, Total",60475.0,Thousand Short Tons,2025-07-15
SOYBEAN_MEAL,2025/26,"Use, Total",60475.0,Thousand Short Tons,2025-08-15
SOYBEAN_MEAL,2025/26,"Use, Total",60875.0,Thousand Short Tons,2025-09-15
SOYBEAN_MEAL,2025/26,"Use, Total",60875.0,Thousand Short Tons,2025-10-15
SOYBEAN_MEAL,2025/26,"Use, Total",60875.0,Thousand Short Tons,2025-11-15
SOYBEAN_MEAL,2025/26,"Use, Total",60875.0,Thousand Short Tons,2025-12-15
SOYBEAN_MEAL,2025/26,"Use, Total",61425.0,Thousand Short Tons,2026-01-15
SOYBEAN_MEAL,2025/26,"Use, Total",61425.0,Thousand Short Tons,2026-02-15
SOYBEAN_MEAL,2025/26,"Use, Total",61825.0,Thousand Short Tons,2026-03-15
SOYBEAN_MEAL,2025/26,"Use, Total",62625.0,Thousand Short Tons,2026-04-15
SOYBEAN_MEAL,2025/26,"Use, Total",63375.0,Thousand Short Tons,2026-05-15
SOYBEAN_MEAL,2025/26,"Use, Total",63825.0,Thousand Short Tons,2026-06-15
SOYBEAN_MEAL,2025/26,"Use, Total",63825.0,Thousand Short Tons,2026-07-15
SOYBEAN_MEAL,2026/27,Avg. Price ($/s.t.),310.0,$/s.t.,2026-05-15
SOYBEAN_MEAL,2026/27,Avg. Price ($/s.t.),310.0,$/s.t.,2026-06-15
SOYBEAN_MEAL,2026/27,Avg. Price ($/s.t.),310.0,$/s.t.,2026-07-15
SOYBEAN_MEAL,2026/27,Beginning Stocks,450.0,Thousand Short Tons,2026-05-15
SOYBEAN_MEAL,2026/27,Beginning Stocks,450.0,Thousand Short Tons,2026-06-15
SOYBEAN_MEAL,2026/27,Beginning Stocks,450.0,Thousand Short Tons,2026-07-15
SOYBEAN_MEAL,2026/27,Domestic Disappearance,44125.0,Thousand Short Tons,2026-05-15
SOYBEAN_MEAL,2026/27,Domestic Disappearance,44125.0,Thousand Short Tons,2026-06-15
SOYBEAN_MEAL,2026/27,Domestic Disappearance,43825.0,Thousand Short Tons,2026-07-15
SOYBEAN_MEAL,2026/27,Ending Stocks,450.0,Thousand Short Tons,2026-05-15
SOYBEAN_MEAL,2026/27,Ending Stocks,450.0,Thousand Short Tons,2026-06-15
SOYBEAN_MEAL,2026/27,Ending Stocks,450.0,Thousand Short Tons,2026-07-15
SOYBEAN_MEAL,2026/27,Exports,21700.0,Thousand Short Tons,2026-05-15
SOYBEAN_MEAL,2026/27,Exports,21700.0,Thousand Short Tons,2026-06-15
SOYBEAN_MEAL,2026/27,Exports,22000.0,Thousand Short Tons,2026-07-15
SOYBEAN_MEAL,2026/27,Imports,800.0,Thousand Short Tons,2026-05-15
SOYBEAN_MEAL,2026/27,Imports,800.0,Thousand Short Tons,2026-06-15
SOYBEAN_MEAL,2026/27,Imports,840.0,Thousand Short Tons,2026-07-15
SOYBEAN_MEAL,2026/27,Production,65025.0,Thousand Short Tons,2026-05-15
SOYBEAN_MEAL,2026/27,Production,65025.0,Thousand Short Tons,2026-06-15
SOYBEAN_MEAL,2026/27,Production,64985.0,Thousand Short Tons,2026-07-15
SOYBEAN_MEAL,2026/27,"Supply, Total",66275.0,Thousand Short Tons,2026-05-15
SOYBEAN_MEAL,2026/27,"Supply, Total",66275.0,Thousand Short Tons,2026-06-15
SOYBEAN_MEAL,2026/27,"Supply, Total",66275.0,Thousand Short Tons,2026-07-15
SOYBEAN_MEAL,2026/27,"Use, Total",65825.0,Thousand Short Tons,2026-05-15
SOYBEAN_MEAL,2026/27,"Use, Total",65825.0,Thousand Short Tons,2026-06-15
SOYBEAN_MEAL,2026/27,"Use, Total",65825.0,Thousand Short Tons,2026-07-15
SOYBEAN_OIL,2023/24,Avg. Price (c/lb),47.28,c/lb,2025-08-15
SOYBEAN_OIL,2023/24,Avg. Price (c/lb),47.28,c/lb,2025-09-15
SOYBEAN_OIL,2023/24,Avg. Price (c/lb),47.28,c/lb,2025-11-15
SOYBEAN_OIL,2023/24,Avg. Price (c/lb),47.28,c/lb,2025-12-15
SOYBEAN_OIL,2023/24,Avg. Price (c/lb),47.28,c/lb,2026-01-15
SOYBEAN_OIL,2023/24,Avg. Price (c/lb),47.28,c/lb,2026-02-15
SOYBEAN_OIL,2023/24,Avg. Price (c/lb),47.28,c/lb,2026-03-15
SOYBEAN_OIL,2023/24,Avg. Price (c/lb),47.28,c/lb,2026-04-15
SOYBEAN_OIL,2023/24,Beginning Stocks,1607.0,Million Pounds,2025-08-15
SOYBEAN_OIL,2023/24,Beginning Stocks,1607.0,Million Pounds,2025-09-15
SOYBEAN_OIL,2023/24,Beginning Stocks,1607.0,Million Pounds,2025-11-15
SOYBEAN_OIL,2023/24,Beginning Stocks,1607.0,Million Pounds,2025-12-15
SOYBEAN_OIL,2023/24,Beginning Stocks,1607.0,Million Pounds,2026-01-15
SOYBEAN_OIL,2023/24,Beginning Stocks,1607.0,Million Pounds,2026-02-15
SOYBEAN_OIL,2023/24,Beginning Stocks,1607.0,Million Pounds,2026-03-15
SOYBEAN_OIL,2023/24,Beginning Stocks,1607.0,Million Pounds,2026-04-15
SOYBEAN_OIL,2023/24,Biofuel,12989.0,Million Pounds,2025-08-15
SOYBEAN_OIL,2023/24,Biofuel,12995.0,Million Pounds,2025-09-15
SOYBEAN_OIL,2023/24,Biofuel,12995.0,Million Pounds,2025-11-15
SOYBEAN_OIL,2023/24,Biofuel,12995.0,Million Pounds,2025-12-15
SOYBEAN_OIL,2023/24,Biofuel,12995.0,Million Pounds,2026-01-15
SOYBEAN_OIL,2023/24,Biofuel,12995.0,Million Pounds,2026-02-15
SOYBEAN_OIL,2023/24,Biofuel,12995.0,Million Pounds,2026-03-15
SOYBEAN_OIL,2023/24,Biofuel,12995.0,Million Pounds,2026-04-15
SOYBEAN_OIL,2023/24,Domestic Disappearance,27153.0,Million Pounds,2025-08-15
SOYBEAN_OIL,2023/24,Domestic Disappearance,27153.0,Million Pounds,2025-09-15
SOYBEAN_OIL,2023/24,Domestic Disappearance,27153.0,Million Pounds,2025-11-15
SOYBEAN_OIL,2023/24,Domestic Disappearance,27153.0,Million Pounds,2025-12-15
SOYBEAN_OIL,2023/24,Domestic Disappearance,27153.0,Million Pounds,2026-01-15
SOYBEAN_OIL,2023/24,Domestic Disappearance,27153.0,Million Pounds,2026-02-15
SOYBEAN_OIL,2023/24,Domestic Disappearance,27153.0,Million Pounds,2026-03-15
SOYBEAN_OIL,2023/24,Domestic Disappearance,27153.0,Million Pounds,2026-04-15
SOYBEAN_OIL,2023/24,Ending stocks,1551.0,Million Pounds,2025-08-15
SOYBEAN_OIL,2023/24,Ending stocks,1551.0,Million Pounds,2025-09-15
SOYBEAN_OIL,2023/24,Ending stocks,1551.0,Million Pounds,2025-11-15
SOYBEAN_OIL,2023/24,Ending stocks,1551.0,Million Pounds,2025-12-15
SOYBEAN_OIL,2023/24,Ending stocks,1551.0,Million Pounds,2026-01-15
SOYBEAN_OIL,2023/24,Ending stocks,1551.0,Million Pounds,2026-02-15
SOYBEAN_OIL,2023/24,Ending stocks,1551.0,Million Pounds,2026-03-15
SOYBEAN_OIL,2023/24,Ending stocks,1551.0,Million Pounds,2026-04-15
SOYBEAN_OIL,2023/24,Exports,617.0,Million Pounds,2025-08-15
SOYBEAN_OIL,2023/24,Exports,617.0,Million Pounds,2025-09-15
SOYBEAN_OIL,2023/24,Exports,617.0,Million Pounds,2025-11-15
SOYBEAN_OIL,2023/24,Exports,617.0,Million Pounds,2025-12-15
SOYBEAN_OIL,2023/24,Exports,617.0,Million Pounds,2026-01-15
SOYBEAN_OIL,2023/24,Exports,617.0,Million Pounds,2026-02-15
